num_one,num_two,num_three,disc_one,disc_two,disc_three,label_sitting
1.00113,0.000923,0.000223,0,0,1,1
1.001275,0.000948,-0.000494,0,0,1,1
1.001141,0.000938,-0.00039,0,0,1,1
1.001474,0.000972,0.000417,0,0,1,1
1.001535,0.00096,-0.00036,0,0,1,1
1.001456,0.000946,0.000269,0,0,1,1
1.001177,0.000958,0.000411,0,0,1,1
1.001119,0.001039,-0.000453,0,0,1,1
1.001227,0.000909,0.000391,0,0,1,1
1.001323,0.000959,-0.000501,0,0,1,1
1.00123,0.000942,-0.000404,0,0,1,1
1.001246,0.000983,-0.000715,0,0,1,1
1.001224,0.000924,0.000336,0,0,1,1
1.001255,0.000931,-0.000391,0,0,1,1
1.00125,0.00095,0.000415,0,0,1,1
1.001197,0.000994,-0.000454,0,0,1,1
1.00115,0.000915,-0.000374,0,0,1,1
1.00571,0.094353,0.159697,0,0,1,1
1.000851,0.047321,0.05136,0,0,1,1
1.001556,0.001061,0.000345,0,0,1,1
1.001495,0.001092,-0.000501,0,0,1,1
1.001597,0.002706,-0.003307,0,0,1,1
1.00156,0.00121,-0.000767,0,0,1,1
1.001509,0.000966,-0.000459,0,0,1,1
1.001342,0.000923,0.000224,0,0,1,1
1.001155,0.001116,-0.000741,0,0,1,1
1.001243,0.000954,-0.000366,0,0,1,1
1.001081,0.000942,-0.000544,0,0,1,1
1.001213,0.000925,0.000478,0,0,1,1
1.001149,0.000964,-0.000427,0,0,1,1
1.001242,0.000953,0.000274,0,0,1,1
1.001151,0.000962,-0.00026,0,0,1,1
1.001033,0.000937,-0.00037,0,0,1,1
1.001143,0.00093,-0.00042,0,0,1,1
1.00109,0.000939,0.000391,0,0,1,1
1.001034,0.000961,-0.000446,0,0,1,1
1.001042,0.001015,-0.000717,0,0,1,1
1.000874,0.000971,0.000312,0,0,1,1
1.001027,0.000901,-0.0003,0,0,1,1
1.001064,0.000886,-0.000462,0,0,1,1
1.001041,0.000946,0.000336,0,0,1,1
1.00103,0.000984,0.000701,0,0,1,1
1.003269,0.066523,0.183556,0,0,1,1
1.001161,0.00098,0.000327,0,0,1,1
1.001163,0.000973,0.000562,0,0,1,1
1.001043,0.000982,0.00053,0,0,1,1
1.001099,0.001005,-0.000719,0,0,1,1
1.001122,0.000945,-0.000427,0,0,1,1
1.001114,0.000994,-0.000437,0,0,1,1
1.000961,0.00098,-0.000367,0,0,1,1
1.001236,0.000923,-0.000204,0,0,1,1
1.001247,0.000954,-0.000162,0,0,1,1
1.001171,0.001295,-0.002149,0,0,1,1
1.001238,0.000981,-0.000263,0,0,1,1
1.001286,0.005137,0.015084,0,0,1,1
1.000306,0.001194,-0.000934,0,0,1,1
1.000491,0.000931,-0.000186,0,0,1,1
